subject,activity,Avg_tBodyAccmean,Avg_tBodyAccstd,Avg_tGravityAccmean,Avg_tGravityAccstd,Avg_tBodyAccJerkmean,Avg_tBodyAccJerkstd,Avg_tBodyGyromean,Avg_tBodyGyrostd,Avg_tBodyGyroJerkmean,Avg_tBodyGyroJerkstd,Avg_tBodyAccMagmean,Avg_tBodyAccMagstd,Avg_tGravityAccMagmean,Avg_tGravityAccMagstd,Avg_tBodyAccJerkMagmean,Avg_tBodyAccJerkMagstd,Avg_tBodyGyroMagmean,Avg_tBodyGyroMagstd,Avg_tBodyGyroJerkMagmean,Avg_tBodyGyroJerkMagstd,Avg_fBodyAccmean,Avg_fBodyAccstd,Avg_fBodyAccJerkmean,Avg_fBodyAccJerkstd,Avg_fBodyGyromean,Avg_fBodyGyrostd,Avg_fBodyAccMagmean,Avg_fBodyAccMagstd,Avg_fBodyBodyAccJerkMagmean,Avg_fBodyBodyAccJerkMagstd,Avg_fBodyBodyGyroMagmean,Avg_fBodyBodyGyroMagstd,Avg_fBodyBodyGyroJerkMagmean,Avg_fBodyBodyGyroJerkMagstd
2,walking downstairs,0.277615348,0.046366681,0.861831346,-0.94036176,0.110040616,0.147249143,-0.115947353,-0.32078923,-0.05810385,-0.243940593,0.08995112,0.215586335,0.08995112,0.215586335,0.005655163,0.229617185,-0.162188587,-0.274844111,-0.410872671,-0.343187875,0.11284116,0.01610462,0.138120681,0.049959062,-0.14577597,-0.379436674,0.293424827,-0.021478788,0.22224741,0.227480733,-0.320838544,-0.372576755,-0.380175306,-0.343698985
2,walking upstairs,0.24716479,-0.304376406,0.790717419,-0.93440774,0.074450784,-0.276121886,-0.057691263,-0.439253059,-0.0828858,-0.464854363,-0.10732268,-0.205977045,-0.10732268,-0.205977045,-0.321268911,-0.217389395,-0.219713473,-0.377532168,-0.572816439,-0.597291719,-0.266720933,-0.320582414,-0.25863944,-0.365415441,-0.331643577,-0.476358846,-0.145318539,-0.366728244,-0.189511137,-0.260423839,-0.450612185,-0.438620402,-0.600798496,-0.621820203
3,laying,0.275516853,-0.982776639,-0.241758478,-0.982512193,0.076981113,-0.980879315,-0.020817054,-0.974545752,-0.100044499,-0.980328645,-0.972791346,-0.964218176,-0.972791346,-0.964218176,-0.979484593,-0.976121298,-0.951564751,-0.954275111,-0.986713625,-0.983139256,-0.980665609,-0.983691129,-0.980513202,-0.983122616,-0.970167263,-0.975986434,-0.965524275,-0.968350217,-0.975949598,-0.975305378,-0.964586725,-0.955441856,-0.984278251,-0.982568158
3,sitting,0.257197599,-0.971010121,0.901098985,-0.957324458,0.072609842,-0.97446739,-0.03853652,-0.965434768,-0.103605889,-0.972546906,-0.89538335,-0.8703017,-0.89538335,-0.8703017,-0.969080753,-0.966550084,-0.919354372,-0.925518104,-0.977998052,-0.976772676,-0.970154441,-0.971605878,-0.974950363,-0.976283535,-0.957550638,-0.968013063,-0.904185726,-0.874626592,-0.965888892,-0.966568853,-0.946664944,-0.925449629,-0.977898106,-0.976689803
3,standing,0.280046513,-0.966742543,0.935030779,-0.982020428,0.075090062,-0.957086489,-0.024662607,-0.900462228,-0.099460262,-0.940937642,-0.925430819,-0.915143304,-0.925430819,-0.915143304,-0.95930384,-0.948770043,-0.892089349,-0.882125221,-0.96233934,-0.957679767,-0.96012341,-0.969931287,-0.957666857,-0.960570922,-0.901282268,-0.901985672,-0.926968932,-0.921836077,-0.948627468,-0.948206814,-0.913682363,-0.883439718,-0.960331718,-0.95712151
3,walking,0.275567462,-0.360356726,0.936506743,-0.977771591,0.081474588,-0.268679644,-0.025640519,-0.57186956,-0.095239817,-0.385922986,-0.254690333,-0.328428937,-0.254690333,-0.328428937,-0.280009317,-0.139916355,-0.466411754,-0.561510683,-0.566135218,-0.567371561,-0.316614012,-0.379276781,-0.304694443,-0.296596633,-0.437845764,-0.61512137,-0.290031535,-0.456373081,-0.186764517,-0.08985199,-0.569755772,-0.632643293,-0.607751646,-0.549087008
3,walking downstairs,0.292423485,-0.057410048,0.939057788,-0.95006113,0.072568929,-0.085801004,-0.131573276,-0.261653414,-0.077870165,-0.285683162,-0.062812612,-0.041134008,-0.062812612,-0.041134008,-0.205239247,-0.092632449,-0.215294501,-0.245794699,-0.508567577,-0.583919211,-0.042170694,-0.065441719,-0.090670713,-0.165442899,-0.129066574,-0.308630331,0.02894132,-0.233849422,-0.049477977,-0.159102288,-0.332376629,-0.322440827,-0.576277199,-0.624910821
3,walking upstairs,0.260819873,-0.313123438,0.883533436,-0.944040819,0.042688099,-0.458364617,0.072198031,-0.456039263,-0.115510569,-0.507270758,-0.184014895,-0.333597433,-0.184014895,-0.333597433,-0.436901159,-0.439020592,-0.347321812,-0.408886653,-0.658861401,-0.71802804,-0.392004211,-0.285333024,-0.478434306,-0.48644651,-0.378216682,-0.484820991,-0.315866079,-0.447994369,-0.412920898,-0.480609202,-0.514211584,-0.445181802,-0.716877779,-0.740033436
4,laying,0.263559215,-0.954193739,-0.420664662,-0.921199966,0.093449422,-0.978302781,-0.009231563,-0.973102422,-0.105019878,-0.975103204,-0.954557603,-0.931292217,-0.954557603,-0.931292217,-0.970095772,-0.960786431,-0.930236463,-0.947031782,-0.985068502,-0.982698214,-0.958802078,-0.952464881,-0.978542457,-0.980079293,-0.967203736,-0.975094739,-0.939389701,-0.937187976,-0.962287125,-0.958037119,-0.96155666,-0.947100325,-0.983609073,-0.982543632
4,sitting,0.27153828,-0.980309931,0.869303006,-0.981405295,0.078450024,-0.976742196,-0.049443512,-0.97013179,-0.096949484,-0.969899731,-0.93569482,-0.914407845,-0.93569482,-0.914407845,-0.970132284,-0.96254911,-0.926063314,-0.928898293,-0.980490462,-0.97580669,-0.977462498,-0.981908189,-0.976845713,-0.978776912,-0.960589636,-0.973333107,-0.929002095,-0.91981571,-0.962500734,-0.961584519,-0.948769752,-0.928850554,-0.976547763,-0.976261754
4,standing,0.280499746,-0.97692058,0.956197791,-0.972908356,0.072132838,-0.972586542,-0.030644934,-0.909687974,-0.103057894,-0.949633879,-0.906478052,-0.890976683,-0.906478052,-0.890976683,-0.963370738,-0.958159482,-0.900982101,-0.885144318,-0.967614074,-0.964282784,-0.97349755,-0.978737638,-0.972310894,-0.975706724,-0.905464162,-0.912464794,-0.917614015,-0.895340042,-0.956139284,-0.960032499,-0.914209166,-0.887194404,-0.964471139,-0.966430218
4,walking,0.278582015,-0.440829971,0.963999697,-0.983826495,0.078352908,-0.297042613,-0.031798256,-0.500916659,-0.115321556,-0.492341067,-0.312050574,-0.527679103,-0.312050574,-0.527679103,-0.36670088,-0.316918956,-0.497792201,-0.553116111,-0.681304037,-0.730146369,-0.42671945,-0.44723493,-0.358883414,-0.297326072,-0.373384541,-0.542646759,-0.450804558,-0.651172628,-0.318587811,-0.320458701,-0.609285588,-0.593937201,-0.724327421,-0.757768081
4,walking downstairs,0.27996533,0.01119355,0.947731859,-0.955258881,0.097186275,-0.145759709,-0.102838823,-0.370244695,-0.092128273,-0.395995494,-0.049161673,-0.081955904,-0.049161673,-0.081955904,-0.228851414,-0.216858922,-0.346606293,-0.380572625,-0.592843015,-0.637079544,-0.072239228,0.039009826,-0.161632908,-0.208250062,-0.240298893,-0.414919001,-0.019074335,-0.26364403,-0.175295287,-0.280426777,-0.42921337,-0.457674088,-0.621752456,-0.685470932
4,walking upstairs,0.270876697,-0.204933043,0.946264314,-0.958495236,0.056097191,-0.380488027,0.03938252,-0.454431043,-0.131472071,-0.533666804,-0.153703935,-0.2120123,-0.153703935,-0.2120123,-0.400922255,-0.437261478,-0.299779408,-0.510974134,-0.686978374,-0.755270458,-0.29448827,-0.173217219,-0.418304647,-0.396762585,-0.371068993,-0.483548693,-0.276825498,-0.301005898,-0.397406285,-0.497324087,-0.575794072,-0.552489629,-0.740749226,-0.794209483
5,laying,0.278334326,-0.96593451,-0.483470598,-0.945695336,0.084816482,-0.983307862,-0.021893501,-0.979498707,-0.102114125,-0.983422258,-0.966777883,-0.958612786,-0.966777883,-0.958612786,-0.980141254,-0.977477145,-0.946938301,-0.958287922,-0.986419423,-0.98377138,-0.968741678,-0.964953894,-0.982689657,-0.98562527,-0.975797492,-0.98070577,-0.962234984,-0.962525369,-0.97735638,-0.976381935,-0.968257069,-0.959263063,-0.984618026,-0.983434493
5,sitting,0.27369414,-0.980945022,0.880731444,-0.983137542,0.074957741,-0.97520485,-0.042235521,-0.966225485,-0.088974767,-0.966037012,-0.937978323,-0.920939028,-0.937978323,-0.920939028,-0.969320156,-0.965757732,-0.934301647,-0.93141481,-0.973848287,-0.97039261,-0.977450812,-0.982590843,-0.976024951,-0.976530547,-0.957117252,-0.969390369,-0.936290605,-0.925669291,-0.964440302,-0.966545323,-0.944760322,-0.934746865,-0.97159837,-0.970675403
5,standing,0.282544391,-0.968591816,0.960188699,-0.974088206,0.072518986,-0.96264708,-0.03227119,-0.910395222,-0.092224986,-0.941930044,-0.906104701,-0.879773801,-0.906104701,-0.879773801,-0.956863566,-0.942962048,-0.900671631,-0.867041712,-0.958405901,-0.947970724,-0.964500917,-0.970668409,-0.963059235,-0.965778921,-0.909661802,-0.912780916,-0.904641393,-0.886745171,-0.941825903,-0.94360196,-0.904543922,-0.868913994,-0.952286438,-0.946196463
5,walking,0.277842346,-0.294098534,0.97262496,-0.979348381,0.084588883,-0.302891025,-0.04889199,-0.490877498,-0.088840836,-0.357681403,-0.158338674,-0.377178733,-0.158338674,-0.377178733,-0.288333024,-0.282242277,-0.355933084,-0.492176824,-0.444532485,-0.489199746,-0.287782607,-0.297517355,-0.344954806,-0.32139032,-0.37266875,-0.52939279,-0.304992489,-0.519636926,-0.269481661,-0.305685376,-0.484262829,-0.589741507,-0.548053575,-0.455665301
5,walking downstairs,0.293543927,0.27504611,0.956649353,-0.950490939,0.1096506,0.03224155,-0.06829457,-0.460646845,-0.110149008,-0.411302217,0.211138854,0.205422376,0.211138854,0.205422376,-0.063752856,-0.029257051,-0.218029835,-0.360678305,-0.397195621,-0.450303212,0.098432009,0.336554725,-0.036801215,0.011055933,-0.295345101,-0.514940941,0.155742169,0.042853362,0.009183943,-0.0897357,-0.349338415,-0.484141274,-0.453697247,-0.487128423
5,walking upstairs,0.26845947,-0.045723778,0.936821835,-0.953579969,0.079544348,-0.223896564,0.039519112,-0.443342262,-0.143029686,-0.305245202,0.043556202,-0.136736384,0.043556202,-0.136736384,-0.247403477,-0.310186546,-0.235516929,-0.35468787,-0.473488168,-0.557988066,-0.16148534,-0.004738197,-0.28972547,-0.225327843,-0.263615096,-0.50168558,-0.169261525,-0.254091927,-0.264674939,-0.378616676,-0.392564531,-0.440445052,-0.571344139,-0.57248502
6,laying,0.24865652,-0.934049422,-0.476709879,-0.88774631,0.096348196,-0.966341055,-0.007960503,-0.955378225,-0.111267285,-0.939611608,-0.918878851,-0.897326246,-0.918878851,-0.897326246,-0.954750505,-0.950341934,-0.908980175,-0.920914497,-0.955645738,-0.953157002,-0.939114254,-0.932462941,-0.967072437,-0.968619159,-0.93543977,-0.962164979,-0.912351652,-0.90537398,-0.948655471,-0.951552664,-0.930153639,-0.92869489,-0.953695957,-0.955504655
6,sitting,0.276778487,-0.980164934,0.933692935,-0.988872369,0.075472164,-0.969929476,-0.037244228,-0.957367682,-0.093669352,-0.943714805,-0.949543531,-0.931572656,-0.949543531,-0.931572656,-0.962733502,-0.948181828,-0.932703812,-0.921259473,-0.962929228,-0.950150572,-0.975351455,-0.982451285,-0.97103748,-0.971488767,-0.939671401,-0.963407047,-0.935750391,-0.939547203,-0.948348654,-0.9473047,-0.929725679,-0.929549142,-0.952034566,-0.951196693
6,standing,0.280346249,-0.98175816,0.945139004,-0.985583067,0.07306996,-0.973132636,-0.028251913,-0.947561299,-0.103292534,-0.946423593,-0.945022876,-0.93931025,-0.945022876,-0.93931025,-0.967102436,-0.956099146,-0.939404744,-0.915891573,-0.963406223,-0.952536234,-0.977100287,-0.984067374,-0.973480539,-0.975235678,-0.931612384,-0.952817395,-0.945949804,-0.944564108,-0.955914005,-0.955381579,-0.926664297,-0.923108762,-0.955425138,-0.952088499
6,walking,0.283658868,-0.296538717,0.958067455,-0.977779896,0.069958588,-0.132784767,-0.025509619,-0.446020953,-0.087889109,-0.182600934,-0.166840714,-0.266734167,-0.166840714,-0.266734167,-0.195117026,-0.070602965,-0.281207841,-0.365602917,-0.321290483,-0.364708342,-0.187934323,-0.34522769,-0.150942918,-0.192694694,-0.239650711,-0.515323854,-0.201386608,-0.421683094,-0.055401423,-0.09649997,-0.329681123,-0.510648323,-0.366500534,-0.408078906
6,walking downstairs,0.277045258,0.38368164,0.928531455,-0.954406268,0.103681344,0.165271071,-0.096083744,-0.198303853,-0.025645223,0.039338796,0.333754731,0.373611914,0.333754731,0.373611914,0.103845072,0.209502174,0.014267782,-0.042627675,-0.082936685,-0.111228416,0.328308506,0.403369767,0.136554991,0.08865151,0.063371605,-0.286724915,0.395958035,0.144622757,0.243834259,0.154808861,-0.014373543,-0.242353857,-0.132705384,-0.145733545
6,walking upstairs,0.268229355,-0.050135019,0.913632242,-0.959399425,0.07210675,-0.180301156,-0.076740683,-0.321973724,-0.065202449,-0.186763294,0.017779097,-0.079150884,0.017779097,-0.079150884,-0.207379799,-0.169970363,-0.129121244,-0.19989371,-0.342895368,-0.440079851,-0.131075373,-0.021133563,-0.24481277,-0.186815074,-0.115065008,-0.390248128,-0.08194794,-0.222161434,-0.169868234,-0.177734841,-0.230627015,-0.318173893,-0.459236334,-0.455937719
7,laying,0.250176694,-0.93651361,-0.502814251,-0.91422127,0.096890402,-0.980977756,-0.002826419,-0.960126823,-0.105944243,-0.973837233,-0.936392024,-0.907039513,-0.936392024,-0.907039513,-0.98012724,-0.967310932,-0.915793635,-0.918662459,-0.983008829,-0.971205138,-0.953424246,-0.931120581,-0.980393047,-0.983560175,-0.953684548,-0.962348254,-0.927976881,-0.910542463,-0.968066259,-0.965359228,-0.941130719,-0.918892519,-0.974117912,-0.969403035
7,sitting,0.284674637,-0.972668375,0.969147824,-0.957082433,0.066851979,-0.982158098,-0.049637972,-0.941870953,-0.093815563,-0.974369046,-0.918432107,-0.88195762,-0.918432107,-0.88195762,-0.976559676,-0.970243274,-0.897870535,-0.898063314,-0.981665122,-0.97621443,-0.972697127,-0.972879966,-0.982037244,-0.984026344,-0.943631758,-0.942726423,-0.908956776,-0.886915638,-0.970954184,-0.968494868,-0.933081955,-0.895804978,-0.978634991,-0.974965939
7,standing,0.282723539,-0.97930757,0.958728688,-0.987917504,0.075191511,-0.976403545,-0.029158221,-0.945247687,-0.090153966,-0.965983398,-0.942724659,-0.933590157,-0.942724659,-0.933590157,-0.973381306,-0.968566356,-0.943425565,-0.918438959,-0.977377083,-0.97210793,-0.976681834,-0.980541336,-0.976323086,-0.978729083,-0.938121638,-0.947891986,-0.94561145,-0.937287965,-0.967417888,-0.969092162,-0.938704985,-0.919848139,-0.973671169,-0.971899418
7,walking,0.275592962,-0.327243241,0.932566472,-0.979851271,0.090146265,-0.346026226,0.002288352,-0.503313517,-0.1236542,-0.211667297,-0.097809044,-0.198554708,-0.097809044,-0.198554708,-0.1929489,-0.027557329,-0.305959351,-0.198283167,-0.30002278,-0.095340116,-0.343048406,-0.322034908,-0.383715798,-0.365314791,-0.318395105,-0.563615257,-0.15124365,-0.351706781,-0.03841873,-0.022138358,-0.192909765,-0.343894915,-0.155339856,-0.084166377
7,walking downstairs,0.28030708,0.06608156,0.930623633,-0.964875963,0.096892618,0.028503393,-0.105409613,-0.407744096,-0.059727351,-0.510731018,0.019879529,0.214544028,0.019879529,0.214544028,-0.170319619,0.090183628,-0.188740819,-0.259751603,-0.399229959,-0.294778677,0.044342832,0.07301108,-0.030522669,-0.004262891,-0.33930147,-0.432730974,0.218911066,0.021444098,0.067389886,0.10785684,-0.255045057,-0.396909652,-0.289096677,-0.353544696
7,walking upstairs,0.248706923,-0.294872974,0.81874656,-0.932823053,0.072464994,-0.415153116,-0.138778108,-0.363853237,-0.085664087,-0.616812659,-0.198074438,-0.334744607,-0.198074438,-0.334744607,-0.458695232,-0.471265711,-0.239099166,-0.418144852,-0.661969772,-0.676428073,-0.336199426,-0.279870086,-0.454647882,-0.426974026,-0.383889343,-0.368636961,-0.378618762,-0.415307107,-0.454783247,-0.497441363,-0.533982946,-0.444994482,-0.673327282,-0.704090968
8,laying,0.261254283,-0.943041215,-0.405930036,-0.918873192,0.08783269,-0.973253042,0.005353612,-0.965204018,-0.106445008,-0.969924077,-0.935308634,-0.91325033,-0.935308634,-0.91325033,-0.97314749,-0.962954517,-0.924253349,-0.932470764,-0.978438191,-0.969029112,-0.953538564,-0.940125298,-0.973110596,-0.975959911,-0.957903886,-0.967846361,-0.932279646,-0.917257979,-0.961792852,-0.963791094,-0.944528951,-0.93678697,-0.968403946,-0.97179328
8,sitting,0.267491473,-0.979026152,0.832453878,-0.966757967,0.078671376,-0.985188754,-0.054739699,-0.984524053,-0.092315025,-0.993264647,-0.952139704,-0.929943616,-0.952139704,-0.929943616,-0.986061512,-0.980667377,-0.932682243,-0.953001632,-0.991807428,-0.986756671,-0.98114291,-0.978256731,-0.984977271,-0.986913611,-0.98220031,-0.985339302,-0.947981783,-0.93172124,-0.980932292,-0.979320212,-0.965806789,-0.953251157,-0.987730604,-0.986147263
8,standing,0.279620986,-0.988815418,0.957669921,-0.987690217,0.075373905,-0.98919888,-0.021967198,-0.97299038,-0.097757576,-0.981573086,-0.953762884,-0.937187185,-0.953762884,-0.937187185,-0.984920798,-0.979932239,-0.952848497,-0.95322479,-0.987580588,-0.982460332,-0.988219862,-0.98918375,-0.989029239,-0.990414087,-0.969677436,-0.974200998,-0.953746071,-0.938628186,-0.979745872,-0.979135441,-0.964564224,-0.954119826,-0.983709233,-0.981832336
8,walking,0.27468631,-0.173605736,0.913586348,-0.97475205,0.070339349,-0.258688628,0.023508823,-0.199209718,-0.135886431,-0.24608275,0.051678628,-0.180407283,0.051678628,-0.180407283,-0.066832243,-0.184571054,-0.003102438,-0.238746704,-0.33912927,-0.502957255,-0.247389012,-0.148386859,-0.311198711,-0.271448185,-0.102063054,-0.234252006,-0.095217283,-0.360818979,-0.12383441,-0.27643613,-0.301241849,-0.327459578,-0.473026231,-0.581240191
8,walking downstairs,0.283484089,0.024139347,0.914023498,-0.945766562,0.118938088,0.250143725,-0.121189626,-0.258430886,-0.034928349,-0.267887897,0.176599312,0.131337867,0.176599312,0.131337867,0.26262849,0.253408256,0.099342974,-0.046629187,-0.126189143,-0.157484867,0.1365902,-0.026046326,0.214841403,0.172658982,-0.130740445,-0.302735103,0.301626757,-0.156141094,0.33152846,0.134734731,-0.00036273,-0.255590314,-0.125179587,-0.26298447
8,walking upstairs,0.258880152,-0.171712175,0.860368719,-0.926673288,0.081381681,-0.186618895,0.192704476,-0.367428367,-0.155445674,-0.405070692,0.121026629,-0.227200254,0.121026629,-0.227200254,-0.141494613,-0.228296364,0.166447991,-0.109327924,-0.400664014,-0.493975032,-0.166411065,-0.17528499,-0.200277249,-0.247336618,-0.240260762,-0.409955581,-0.130264519,-0.409282852,-0.131850567,-0.3792665,-0.229610953,-0.183325647,-0.463270578,-0.575733291
9,laying,0.259195537,-0.94233309,-0.580252835,-0.921821063,0.088073448,-0.96474047,-0.013632036,-0.94224651,-0.10384668,-0.945329035,-0.930868438,-0.9151268,-0.930868438,-0.9151268,-0.963374549,-0.955026805,-0.9071251,-0.898557874,-0.964524819,-0.95280156,-0.946865494,-0.940981027,-0.964304065,-0.968601304,-0.930297921,-0.94638915,-0.926604295,-0.921929738,-0.954320586,-0.955094712,-0.918605336,-0.903400581,-0.955806255,-0.95229047
9,sitting,0.248326744,-0.957227791,0.916324511,-0.955280406,0.077005006,-0.964535856,-0.042328877,-0.959020049,-0.093070811,-0.964532345,-0.893361718,-0.863756434,-0.893361718,-0.863756434,-0.964383757,-0.951780243,-0.903235537,-0.906606321,-0.973364137,-0.966361073,-0.959413594,-0.956903459,-0.96559624,-0.966660404,-0.950315237,-0.961836016,-0.897718197,-0.869172511,-0.953050441,-0.949394981,-0.934437738,-0.906471229,-0.968315588,-0.965997015
9,standing,0.282310057,-0.975741252,0.961323502,-0.98910316,0.076003205,-0.969973399,-0.029183136,-0.921990612,-0.095897704,-0.949105692,-0.945167482,-0.93610501,-0.945167482,-0.93610501,-0.969524579,-0.963764178,-0.921030223,-0.908291403,-0.969824044,-0.965287051,-0.971662692,-0.977579248,-0.971313769,-0.971278823,-0.916974438,-0.924738576,-0.946330172,-0.940265546,-0.963242884,-0.96359316,-0.929769068,-0.91090966,-0.967491628,-0.964770799
9,walking,0.278502842,-0.238353563,0.95186708,-0.980971974,0.070435727,-0.206733788,-0.08083606,-0.476163507,-0.080920409,-0.526985309,-0.09808405,-0.37942877,-0.09808405,-0.37942877,-0.203733616,-0.317113487,-0.294542267,-0.489725812,-0.510253996,-0.599866473,-0.294711164,-0.218019977,-0.314265401,-0.17022834,-0.383676121,-0.507404513,-0.318801023,-0.513891953,-0.316870716,-0.322337537,-0.51379748,-0.562714529,-0.602581618,-0.624351924
9,walking downstairs,0.295923445,0.213392271,0.938417773,-0.952141221,0.130193044,0.017623342,-0.091638301,-0.396429198,-0.094591202,-0.509669314,0.145886358,0.265120131,0.145886358,0.265120131,-0.162376089,0.039907819,-0.168921401,-0.322331465,-0.469028434,-0.455855425,0.103128506,0.250488759,-0.064535434,0.009382243,-0.325042891,-0.423558774,0.222203941,0.088867167,0.007168779,0.070552614,-0.347540227,-0.424170737,-0.463172054,-0.485158907
